ENSG00000104825;NM_001001716
ENSG00000122145;NM_001109879
ENSG00000205424;XM_001720471
ENSG00000066279;NM_018136
ENSG00000007168;NM_000430
ENSG00000196787;NM_003509
ENSG00000166736;NM_000869
ENSG00000196504;NM_017892
ENSG00000206280;NM_001145338
ENSG00000110245;NM_000040
ENSG00000171478;NM_001079900
ENSG00000105404;NM_006423
ENSG00000168066;NM_201997
ENSG00000121067;NM_003563
ENSG00000168710;NM_006621
ENSG00000203943;NM_001010971
ENSG00000103550;NM_001012991
ENSG00000111669;NM_001159287
ENSG00000146047;NM_170610
ENSG00000151923;NM_003252
ENSG00000124116;NM_080614
ENSG00000172663;NM_025124
ENSG00000211606;XM_001716310
ENSG00000160629;NM_152464
ENSG00000163479;NM_003145
ENSG00000211609;XM_001716310
ENSG00000163947;NM_001128615
ENSG00000188828;NM_001024452
ENSG00000172893;NM_001163817
ENSG00000171489;NM_001079900
ENSG00000204740;XM_295865
ENSG00000171643;NM_130772
ENSG00000132329;NM_005855
ENSG00000188170;NM_000519
ENSG00000173113;XM_372921
ENSG00000204612;NM_001013735
ENSG00000137379;NM_178014
ENSG00000149547;NM_004879
ENSG00000172243;NM_197949
ENSG00000166347;NM_001914
ENSG00000164638;XM_002344333
ENSG00000211601;XM_001716310
ENSG00000211604;XM_001716310
ENSG00000133067;NM_001017404
ENSG00000211603;XM_001716310
ENSG00000204450;NM_001136486
ENSG00000222016;NM_021721
ENSG00000104218;NM_024790
ENSG00000161973;NM_001158261
ENSG00000116996;NM_021186
ENSG00000096088;NM_002630
ENSG00000162701;NM_144977
ENSG00000215375;NM_002477
ENSG00000167555;NM_001143938
ENSG00000070087;NM_053024
ENSG00000185651;NM_003347
ENSG00000134539;NM_002262
ENSG00000167740;NM_144611
ENSG00000222010;NM_021721
ENSG00000175483;NM_173665
ENSG00000206306;NM_021983
ENSG00000185897;NM_005304
ENSG00000177669;NM_001100916
ENSG00000153721;NM_001033057
ENSG00000188484;NM_001018081
ENSG00000115109;NM_020909
ENSG00000160323;NM_139025
ENSG00000215253;NM_001127199
ENSG00000164929;NM_024812
ENSG00000089123;NM_017714
ENSG00000140832;NM_001017967
ENSG00000198908;NM_001142530
ENSG00000139233;XM_929587
ENSG00000174485;NM_001144823
ENSG00000132128;NM_006369
ENSG00000184661;NM_152562
ENSG00000185561;XM_001718130
ENSG00000124275;NM_024010
ENSG00000173218;NM_138959
ENSG00000165509;NM_138702
ENSG00000171772;NM_001143763
ENSG00000175711;NM_001009905
ENSG00000156011;NM_206909
ENSG00000089335;NM_001012320
ENSG00000154328;NM_001135747
ENSG00000118432;NM_016083
ENSG00000167916;NM_019016
ENSG00000168591;NM_001076674
ENSG00000160948;NM_016208
ENSG00000175662;NM_001082968
ENSG00000204628;NM_006098
ENSG00000213453;NM_002032
ENSG00000089505;NM_181272
ENSG00000146555;XM_001131419
ENSG00000158488;NM_001042585
ENSG00000213020;NM_001161500
ENSG00000136261;NM_001159767
ENSG00000177697;NM_139029
ENSG00000133318;NM_201429
ENSG00000130119;NM_019067
ENSG00000096148;NM_025260
ENSG00000132639;NM_003081
ENSG00000104852;NM_003089
ENSG00000174914;NM_001013358
ENSG00000104774;NM_000528
ENSG00000163067;NM_021088
ENSG00000149269;NM_002576
ENSG00000204536;NM_001105564
ENSG00000115112;NM_014553
ENSG00000111206;NM_202002
ENSG00000119397;NM_007018
ENSG00000126895;NM_001146151
ENSG00000162946;NM_001012957
ENSG00000156875;NM_033055
ENSG00000161091;NM_174983
ENSG00000073756;NM_000963
ENSG00000196747;NM_003509
ENSG00000164175;NM_016180
ENSG00000114013;NM_175862
ENSG00000172331;NM_199186
ENSG00000082196;NM_001167595
ENSG00000165730;NM_001130162
ENSG00000118596;NM_004731
ENSG00000197665;XM_001723179
ENSG00000174547;NM_170739
ENSG00000186472;NM_014510
ENSG00000160256;XM_001715945
ENSG00000075643;NM_017947
ENSG00000138356;NM_001159
ENSG00000159251;NM_005159
ENSG00000214891;XM_001718117
ENSG00000131094;NM_006688
ENSG00000215552;XM_001717345
ENSG00000049540;NM_001081754
ENSG00000005700;NM_015525
ENSG00000213126;XM_001726041
ENSG00000008300;NM_022911
ENSG00000216649;NM_001474
ENSG00000168488;NM_007245
ENSG00000140743;NM_001802
ENSG00000205095;XM_001722088
ENSG00000205094;XM_001722088
ENSG00000214642;NM_001037729
ENSG00000037897;NM_023033
ENSG00000129128;NM_021928
ENSG00000174227;NM_001127178
ENSG00000187658;NM_001145132
ENSG00000114544;NM_001008487
ENSG00000171202;NM_032273
ENSG00000165553;NM_021257
ENSG00000186952;NM_001039763
ENSG00000108639;NM_004710
ENSG00000160200;NM_000071
ENSG00000177971;NM_018285
ENSG00000175356;NM_001170690
ENSG00000197657;NM_001135216
ENSG00000215711;NM_012079
ENSG00000169403;NM_001164722
ENSG00000138078;NM_001171606
ENSG00000188986;NM_015456
ENSG00000171772;NM_130784
ENSG00000197150;NM_007188
ENSG00000181019;NM_001025434
ENSG00000178882;NM_181709
ENSG00000203624;NM_014046
ENSG00000203929;NM_032461
ENSG00000012048;NM_007304
ENSG00000115902;NM_003038
ENSG00000022840;NM_014868
ENSG00000137648;NM_001083947
ENSG00000116922;NM_017850
ENSG00000158525;NM_080385
ENSG00000139364;XM_001715296
ENSG00000204518;NM_001013630
ENSG00000165990;XM_001717983
ENSG00000142599;NM_001042681
ENSG00000042781;NM_007123
ENSG00000009709;NM_001135254
ENSG00000182199;NM_005412
ENSG00000219438;NM_015381
ENSG00000148606;NM_007055
ENSG00000148660;NM_172173
ENSG00000160404;NM_001134430
ENSG00000103154;NM_019065
ENSG00000015592;NM_030795
ENSG00000074590;NM_014840
ENSG00000174307;NM_012396
ENSG00000205057;NM_001025232
ENSG00000104936;NM_001081560
ENSG00000170409;NM_001002840
ENSG00000146410;NM_138419
ENSG00000148832;NM_207128
ENSG00000172508;NM_020811
ENSG00000142611;NM_199454
ENSG00000169629;NM_032260
ENSG00000213971;XM_001726889
ENSG00000171724;NM_020927
ENSG00000197657;NM_145909
ENSG00000105516;NM_001352
ENSG00000125912;NM_020170
ENSG00000184538;NM_001164463
ENSG00000103257;NM_003486
ENSG00000139865;XM_002344762
ENSG00000115947;NM_181742
ENSG00000079102;NM_175634
ENSG00000169218;NM_001038633
ENSG00000213611;NM_052847
ENSG00000173110;NM_002155
ENSG00000203872;XM_001720635
ENSG00000122042;NM_007106
ENSG00000205947;XM_001130417
ENSG00000196644;NM_001097613
ENSG00000114062;NM_130838
ENSG00000083799;NM_001042412
ENSG00000147475;NM_001003791
ENSG00000130731;NM_001040161
ENSG00000135720;NM_006141
ENSG00000019144;NM_015157
ENSG00000215386;NM_001005732
ENSG00000131143;NM_001861
ENSG00000181045;NM_173626
ENSG00000179144;NM_153236
ENSG00000100335;NM_019008
ENSG00000125449;NM_024585
ENSG00000197381;NM_001145407
ENSG00000083838;NM_017908
ENSG00000099139;NM_006200
ENSG00000105141;NM_012114
ENSG00000172183;NM_002201
ENSG00000103512;NM_014287
ENSG00000120328;NM_018932
ENSG00000138101;NM_021907
ENSG00000169727;NM_004127
ENSG00000189308;NM_001115008
ENSG00000164049;NM_207102
ENSG00000138326;NM_001142282
ENSG00000176108;NM_024591
ENSG00000197629;NM_001039396
ENSG00000150764;NM_033425
ENSG00000187008;XM_002347671
ENSG00000206321;NM_001145467
ENSG00000181626;XM_001715728
ENSG00000123737;NM_001034194
ENSG00000203832;NM_001101663
ENSG00000152492;NM_178335
ENSG00000211592;XM_001716310
ENSG00000205246;NM_002295
ENSG00000163013;NM_001080410
ENSG00000130349;NM_001142470
ENSG00000212710;NM_172241
ENSG00000203836;NM_001101663
ENSG00000095794;NM_001881
ENSG00000158941;NM_199205
ENSG00000035403;NM_003373
ENSG00000217442;NM_001123225
ENSG00000130396;NM_001040001
ENSG00000122145;NM_016954
ENSG00000008277;NM_016351
ENSG00000150244;XM_926073
ENSG00000143390;NM_000449
ENSG00000126091;NM_174963
ENSG00000159186;NM_001697
ENSG00000214688;NM_001168390
ENSG00000133256;NM_001145291
ENSG00000184154;NM_001145310
ENSG00000175279;NM_199295
ENSG00000151067;NM_001167623
ENSG00000100292;NM_002133
ENSG00000101986;NM_000033
ENSG00000143819;NM_000120
ENSG00000108344;NM_002809
ENSG00000175354;NM_080423
ENSG00000170835;NM_001807
ENSG00000164967;NM_148179
ENSG00000137345;NM_002433
ENSG00000215022;XM_001720695
ENSG00000123562;NM_001142420
ENSG00000167657;NM_001348
ENSG00000150893;NM_207361
ENSG00000129422;NM_001001925
ENSG00000136918;NM_001045476
ENSG00000183785;NM_018943
ENSG00000109686;NM_001009555
ENSG00000006837;NM_001113575
ENSG00000143507;NM_144728
ENSG00000161999;NM_001005920
ENSG00000137075;NM_194332
ENSG00000166664;NM_139320
ENSG00000108469;NM_001003715
ENSG00000162702;NM_012482
ENSG00000213015;NM_207115
ENSG00000173452;NM_152774
ENSG00000188674;NM_001099334
ENSG00000101057;NM_002466
ENSG00000133706;NM_020117
ENSG00000206435;NM_002117
ENSG00000132467;NM_020368
ENSG00000142102;NM_025092
ENSG00000165246;NM_001164238
ENSG00000182199;NM_001166358
ENSG00000160224;NM_000658
ENSG00000138496;NM_001146103
ENSG00000131899;NM_004140
ENSG00000125844;NM_001042576
ENSG00000215699;XM_001713979
ENSG00000172320;NM_001004728
ENSG00000189266;XM_001723841
ENSG00000203950;NM_001078172
ENSG00000213971;XM_001720961
ENSG00000215486;XM_001719809
ENSG00000135480;NM_005556
ENSG00000172766;NM_018527
ENSG00000215274;NM_001127199
ENSG00000185275;NM_013230
ENSG00000206458;NM_014068
ENSG00000141429;NM_052917
ENSG00000145916;NM_022762
ENSG00000101557;NM_001037334
ENSG00000101871;NM_000381
ENSG00000147852;NM_003383
ENSG00000136560;NM_004180
ENSG00000112715;NM_001171630
ENSG00000186090;NM_182537
ENSG00000129810;NM_001012410
ENSG00000182463;NM_173485
ENSG00000198093;NM_023074
ENSG00000169519;NM_152636
ENSG00000155833;NM_001340
ENSG00000163728;NM_001042601
ENSG00000151498;NM_014384
ENSG00000173166;NM_203365
ENSG00000145194;NM_001037324
ENSG00000206452;NM_002117
ENSG00000130675;NM_001165255
ENSG00000144026;NM_032788
ENSG00000009950;NM_032951
ENSG00000198908;NM_001142524
ENSG00000093010;NM_001135161
ENSG00000206450;NM_002117
ENSG00000188295;NM_001142572
ENSG00000186838;NM_182704
ENSG00000089505;NM_052999
ENSG00000118873;NM_012414
ENSG00000107263;NM_198679
ENSG00000155324;NM_001146320
ENSG00000177553;XM_938203
ENSG00000196357;NM_152477
ENSG00000163531;NM_001160333
ENSG00000170848;NM_001031850
ENSG00000111863;NM_001143948
ENSG00000165802;NM_001130969
ENSG00000158055;NM_021180
ENSG00000142748;NM_003665
ENSG00000101199;NM_175609
ENSG00000215629;NM_001001437
ENSG00000021300;NM_021200
ENSG00000088970;NM_001163022
ENSG00000198839;NM_021994
ENSG00000086730;NM_032464
ENSG00000166681;NM_014380
ENSG00000126778;NM_005982
ENSG00000184205;NM_022117
ENSG00000172661;NM_001169107
ENSG00000175206;NM_006172
ENSG00000117016;NM_014747
ENSG00000068745;NM_001146178
ENSG00000156171;NM_178454
ENSG00000151067;NM_001129839
ENSG00000204673;NM_001098632
ENSG00000112245;NM_003463
ENSG00000187135;NM_001146339
ENSG00000154035;NM_152914
ENSG00000002933;NM_018487
ENSG00000124313;NM_001111125
ENSG00000133433;NM_001080843
ENSG00000197706;NM_001005490
ENSG00000105204;NM_006483
ENSG00000137507;NM_001128922
ENSG00000101224;NM_004358
ENSG00000189162;NM_022562
ENSG00000206313;NM_004639
ENSG00000137074;NM_175069
ENSG00000169094;NM_025201
ENSG00000116882;NM_001005783
ENSG00000184752;NM_018838
ENSG00000215071;NM_001135750
ENSG00000168268;NM_001134231
ENSG00000198556;NM_213603
ENSG00000147421;NM_001135726
ENSG00000011304;NM_002819
ENSG00000143420;NM_207042
ENSG00000201701;NM_024116
ENSG00000186191;NM_182519
ENSG00000105887;NM_001128619
ENSG00000196150;NM_001109689
ENSG00000161642;NM_015481
ENSG00000126216;NM_006322
ENSG00000203850;XM_001721549
ENSG00000066136;NM_001142587
ENSG00000086848;NM_001077690
ENSG00000173157;NM_025003
ENSG00000198848;NM_001266
ENSG00000067182;NM_001065
ENSG00000174669;NM_001532
ENSG00000163995;NM_001130088
ENSG00000172602;NM_014470
ENSG00000152518;NM_006887
ENSG00000090097;NM_020418
ENSG00000198374;NM_003514
ENSG00000185666;NM_133633
ENSG00000205442;XM_001716929
ENSG00000136942;NM_007209
ENSG00000102103;NM_001167992
ENSG00000163288;NM_000812
ENSG00000143393;NM_002651
ENSG00000173698;NM_001079860
ENSG00000116871;NM_018067
ENSG00000163904;NM_021627
ENSG00000083444;NM_000302
ENSG00000120251;NM_000826
ENSG00000183230;NM_013266
ENSG00000105854;NM_001018161
ENSG00000125257;NM_005845
ENSG00000170248;NM_001162429
ENSG00000215760;NM_015975
ENSG00000204361;NM_182495
ENSG00000184990;NM_021709
ENSG00000140564;NM_002569
ENSG00000205981;NM_145261
ENSG00000214771;XM_001725057
ENSG00000099840;NM_001031735
ENSG00000197223;XM_936436
ENSG00000211448;NM_000793
ENSG00000030304;NM_005592
ENSG00000111961;NM_015278
ENSG00000034533;NM_014065
ENSG00000054654;NM_182913
ENSG00000169006;NM_012344
ENSG00000151962;NM_144979
ENSG00000103528;NM_004200
ENSG00000163743;NM_015436
ENSG00000150990;NM_032656
ENSG00000157312;NM_032382
ENSG00000107789;NM_004897
ENSG00000198898;NM_006136
ENSG00000179580;NM_174903
ENSG00000180353;NM_005335
ENSG00000136367;XM_001720095
ENSG00000102048;NM_024087
ENSG00000155666;NM_001145348
ENSG00000113889;NM_001102416
ENSG00000213023;NM_001160329
ENSG00000125534;NM_024299
ENSG00000174373;NM_194301
ENSG00000178769;XM_001723623
ENSG00000120697;NM_001142364
ENSG00000177119;NM_001142678
ENSG00000114127;NM_001042604
ENSG00000126561;NM_003152
ENSG00000154122;NM_054027
ENSG00000154813;NM_001047434
ENSG00000214021;NM_001024959
ENSG00000124659;NM_003192
ENSG00000184586;NM_181606
ENSG00000118246;NM_001136193
ENSG00000132256;NM_033092
ENSG00000058453;NM_014675
ENSG00000080573;NM_015719
ENSG00000213934;NM_000559
ENSG00000214587;NM_001143960
ENSG00000169762;NM_153365
ENSG00000164362;NM_198253
ENSG00000215620;NM_173638
ENSG00000152455;NM_024670
ENSG00000147642;NM_001099746
ENSG00000083067;NM_001007471
ENSG00000132341;NM_006325
ENSG00000074047;NM_005270
ENSG00000198561;NM_001085466
ENSG00000154065;NM_173505
ENSG00000170906;NM_004542
ENSG00000160741;NM_181715
ENSG00000050820;NM_001170714
ENSG00000119574;NM_032792
ENSG00000096155;NM_001098534
ENSG00000149516;NM_006138
ENSG00000172638;NM_016938
ENSG00000214782;XM_001716197
ENSG00000204283;NM_001001685
ENSG00000196176;NM_003538
ENSG00000186440;NM_001160325
ENSG00000121671;NM_001127457
ENSG00000100568;NM_006370
ENSG00000169220;NM_006480
ENSG00000127388;NM_198455
ENSG00000183675;NM_001042387
ENSG00000180346;NM_145715
ENSG00000135541;NM_001134831
ENSG00000147416;NM_001693
ENSG00000204793;NM_001085476
ENSG00000143379;NM_001145415
ENSG00000168301;NM_001128214
ENSG00000169131;NM_005649
ENSG00000026103;NM_152873
ENSG00000114378;NM_007312
ENSG00000091009;NM_018989
ENSG00000132671;NM_001052
ENSG00000142583;NM_003039
ENSG00000182220;NM_005765
ENSG00000101460;NM_181509
ENSG00000172340;XM_001718025
ENSG00000205517;NM_001161616
ENSG00000100320;NM_001082578
ENSG00000100814;NM_182849
ENSG00000203852;NM_003531
ENSG00000087842;NM_001018109
ENSG00000111641;NM_001033714
ENSG00000171777;NM_001146206
ENSG00000188828;NM_001172285
ENSG00000145949;NM_001012418
ENSG00000157168;NM_013959
ENSG00000124208;NM_003349
ENSG00000163914;NM_000539
ENSG00000183624;NM_020187
ENSG00000101152;NM_025219
ENSG00000116521;NM_005698
ENSG00000020129;NM_001014841
ENSG00000135363;NM_001142316
ENSG00000122497;NM_001101663
ENSG00000070831;NM_001039802
ENSG00000181135;NM_173831
ENSG00000215478;XM_938326
ENSG00000094916;NM_001127322
ENSG00000183833;NM_033364
ENSG00000142230;NM_001145714
ENSG00000171656;NM_004454
ENSG00000220211;XM_937292
ENSG00000100505;NM_015163
ENSG00000121005;NM_031461
ENSG00000163399;NM_001160233
ENSG00000174851;NM_020470
ENSG00000197153;NM_003532
ENSG00000124596;NM_145063
ENSG00000102309;NM_006223
ENSG00000129990;NM_003180
ENSG00000112033;NM_001171819
ENSG00000112038;NM_001145283
ENSG00000108511;NM_018952
ENSG00000136874;NM_017919
ENSG00000134545;NM_007328
ENSG00000140105;NM_213645
ENSG00000220869;XM_938184
ENSG00000136193;NM_001145513
ENSG00000174970;NM_001005491
ENSG00000142082;NM_001017524
ENSG00000172366;NM_138418
ENSG00000183850;XM_001719792
ENSG00000138688;NM_015312
ENSG00000042781;NM_206933
ENSG00000111664;NM_002075
ENSG00000177830;NM_023947
ENSG00000172977;NM_006388
ENSG00000130714;NM_001077366
ENSG00000153684;XM_001724259
ENSG00000123395;NM_001098673
ENSG00000165471;NM_000242
ENSG00000135953;NM_032718
ENSG00000189159;NM_001002033
ENSG00000136828;NM_014636
ENSG00000162069;NM_001103175
ENSG00000188656;NM_003308
ENSG00000173273;NM_003747
ENSG00000213474;XM_934334
ENSG00000198049;NM_000707
ENSG00000164142;NM_001109977
ENSG00000089195;NM_015939
ENSG00000205775;NM_021123
ENSG00000197123;NM_153363
ENSG00000170027;NM_012479
ENSG00000197343;NM_138494
ENSG00000118402;NM_022726
ENSG00000137648;NM_019894
ENSG00000135535;NM_001142402
ENSG00000203811;NM_003531
ENSG00000205777;NM_021123
ENSG00000203813;NM_003531
ENSG00000125695;NM_001165969
ENSG00000016402;NM_014432
ENSG00000141965;NM_018708
ENSG00000111058;NM_024560
ENSG00000163734;NM_002090
ENSG00000008226;NM_007335
ENSG00000153081;XM_002344140
ENSG00000166670;NM_002425
ENSG00000133895;NM_000244
ENSG00000143753;NM_144780
ENSG00000213499;NM_001080143
ENSG00000187595;XM_002347765
ENSG00000167475;NM_079834
ENSG00000172590;NM_181304
ENSG00000214866;XM_001715903
ENSG00000144744;NM_003968
ENSG00000218205;XM_001714593
ENSG00000173614;NM_022787
ENSG00000206240;NM_021983
ENSG00000204671;NM_001014336
ENSG00000153666;XM_001724395
ENSG00000166887;NM_015289
ENSG00000105341;NM_018035
ENSG00000165511;NM_001039380
ENSG00000101335;NM_006097
ENSG00000128165;NM_024866
ENSG00000154237;NM_024652
ENSG00000182923;NM_001042400
ENSG00000106605;NM_000712
ENSG00000116198;NM_014704
ENSG00000169018;NM_015322
ENSG00000188389;NM_005018
ENSG00000167680;NM_032108
ENSG00000177243;NM_001081551
ENSG00000095794;NM_182769
ENSG00000112727;NM_003530
ENSG00000182255;NM_002233
ENSG00000162419;NM_024482
ENSG00000162910;NM_181465
ENSG00000160445;NM_006336
ENSG00000077157;NM_001167857
ENSG00000007038;NM_144957
ENSG00000132405;NM_001113361
ENSG00000173875;NM_153358
ENSG00000084072;NM_006112
ENSG00000162946;NM_001164537
ENSG00000100058;NM_000496
ENSG00000173065;NM_018182
ENSG00000171631;NM_176797
ENSG00000153563;NM_001768
ENSG00000220891;XM_001725966
ENSG00000163217;NM_014482
ENSG00000100968;NM_004554
ENSG00000116688;NM_001127660
ENSG00000154240;NM_145036
ENSG00000116001;NM_022173
ENSG00000179222;NM_006986
ENSG00000181935;NM_001004701
ENSG00000011523;NM_015147
ENSG00000142534;NM_001015
ENSG00000144218;NM_001025108
ENSG00000171368;NM_007030
ENSG00000173124;NM_207321
ENSG00000169288;NM_020236
ENSG00000205937;XM_001131589
ENSG00000072518;NM_004954
ENSG00000205498;XM_001721135
ENSG00000185973;NM_018196
ENSG00000187922;NM_001001712
ENSG00000115414;NM_212475
ENSG00000220256;XM_001133665
ENSG00000174437;NM_001681
ENSG00000139697;NM_001167856
ENSG00000173714;NM_175575
ENSG00000206325;NM_001166538
ENSG00000134940;NM_020111
ENSG00000197594;NM_006208
ENSG00000205041;XM_001721501
ENSG00000142185;NM_003307
ENSG00000133800;NM_006691
ENSG00000196235;NM_001130824
ENSG00000072121;NM_015346
ENSG00000143382;NM_025008
ENSG00000173402;NM_001165928
ENSG00000205020;NM_207007
ENSG00000180205;NM_147198
ENSG00000141480;NM_004313
ENSG00000124208;NM_199144
ENSG00000156504;NM_001166599
ENSG00000198829;NM_033050
ENSG00000197343;NM_001009958
ENSG00000104863;NM_022165
ENSG00000087274;NM_176801
ENSG00000178053;NM_001130156
ENSG00000132321;NM_024726
ENSG00000077092;NM_016152
ENSG00000179152;NM_173826
ENSG00000222045;NM_021721
ENSG00000066032;NM_004389
ENSG00000124641;NM_004275
ENSG00000186103;NM_001012659
ENSG00000197119;NM_001039355
ENSG00000066629;NM_004434
ENSG00000139531;NM_001032386
ENSG00000183675;NM_001042391
ENSG00000146576;NM_024067
ENSG00000182325;NM_024555
ENSG00000164512;NM_001039935
