Type a HCC  normalized	Type b NNL  normalized	Type c Cirr  normalized
1.06	0.69	0.96
0.69	0.75	1.37
0.77	1.19	1.3
0.77	0.73	0.68
2.89	1.27	2.1
1.64	0.89	2.61
1.47	1.05	1.28
2.31	1	14.31
1.18	0.83	0.4
0.99	1.87	0.76
1.18	0.89	1.89
1.78	0.9	1.44
1.35	0.95	1.44
1.17	1.02	0.4
2.39	1.14	1.74
0.56	0.93	0.83
1.23	1.15	1.34
1.17	1.18	0.97
1.52	0.99	1.69
1.56	1.02	0.82
0.98	0.86	2.36
1.49	0.96	0.99
1.45	0.93	0.77
1.23	0.74	1.16
0.65	1.77	1.2
1.88	0.98	2.36
2.24	1.01	1.09
1.45	0.98	1.98
1.36	1.04	0.9
1.16	1.09	10.04
1.91	1.13	2.12
1.31	0.8	1.07
0.08	1.01	0.87
1.02	1.12	0.81
0.1	1.02	0.45
1.11	0.97	0.98
0.9	0.79	0.75
0.59	0.79	0.68
1.87	1.08	1.95
0.65	0.81	0.68
0.85	0.67	2.46
1.48	1.03	1.54
1.28	1.63	1.54
0.32	0.97	1.32
1.08	0.97	0.91
0.65	0.98	2.47
9.96	0.96	5.64
1.32	1.04	1.1
2.4	0.93	1.35
1.55	1.1	1.46
0.91	0.68	0.27
0.26	0.99	0.52
1.45	0.91	1.41
2.13	1.18	1.21
1.29	1.03	1.1
4.37	0.95	2.31
1	0.81	0.74
0.83	0.93	1.64
1.25	1.18	0.47
1.18	0.85	1.4
0.77	0.91	0.75
0.13	0.91	0.72
0.1	0.91	0.77
1.41	0.93	1.29
0.99	0.82	1.38
1.65	1.25	2.82
1.12	0.76	0.94
1.43	1.07	1.17
1.33	0.96	1.28
0.84	1.08	1.6
0.92	0.91	0.71
1.87	1.17	1.32
2.48	1.12	2.09
1.38	1.06	1
0.85	0.8	3.06
1.55	1.03	1.14
0.71	0.78	2.37
2.06	1.06	1.91
1.99	1.05	1.53
1.34	1.08	1.16
1.72	1.19	2.56
1.25	0.87	1.24
0.49	0.7	1.26
1.15	1.03	0.53
0.78	0.83	2.55
0.97	0.85	1.42
1.73	1	5.47
0.66	0.8	1
1.17	0.85	0.92
0.99	0.88	1.63
1.27	0.99	1.26
2.29	1.43	2.47
2.51	1.2	2.62
1.4	0.73	1.25
0.64	0.98	0.39
2.16	1.03	0.7
1.02	1.05	1.67
0.83	0.77	1.56
1.09	0.98	1.67
1.12	1.31	1.43
1.5	0.98	1.06
1.17	0.7	0.91
1.15	0.91	1.08
1.15	1.16	1.91
1.1	0.68	0.81
0.97	1.04	1.19
1.22	1.3	1.14
2.04	0.92	1.37
0.26	0.77	0.36
1.46	1.35	0.89
1.28	1.08	2.52
1.04	1.1	1.08
0.53	0.97	1.67
2.21	1.08	0.53
0.79	0.81	0.51
0.95	0.99	0.81
1.72	1.18	2.01
0.57	0.78	3.34
1.3	0.88	1.26
1.79	1.06	0.98
1.26	1.06	0.67
1.5	0.9	2.52
1.66	0.98	1.19
3.96	1.78	2.96
1.14	0.89	2.13
2.24	1.01	1.4
1.31	0.92	1.33
1.99	0.97	1.09
1.48	0.84	2.03
0.82	1.11	0.74
1.27	0.99	1.1
0.81	0.7	0.5
0.85	0.95	1.23
3.86	1.06	1.16
0.95	1.03	1.59
2.98	1.26	1.29
1.53	0.81	1.09
0.8	0.84	2.65
1.21	0.82	1.53
1.33	1.13	1.23
1.15	0.83	0.87
0.87	0.84	1.04
0.71	1.11	1.58
1.59	1.09	2.79
0.57	0.91	2.12
1.58	1.31	0.66
1.43	0.72	3.24
1.16	1.12	0.98
1.52	1.09	2.9
0.92	1.12	1.19
1.16	0.93	0.99
1.06	0.8	1.54
0.97	1.07	0.85
1.3	0.93	1.08
2.54	1.09	3.15
1.4	0.8	0.87
1.16	1.12	0.98
0.97	0.82	1.24
1.58	0.89	0.78
2.42	1.01	2.38
0.98	0.91	1.04
2.05	1.21	1.12
0.7	0.87	1.07
1.81	1.01	3.6
0.75	1.06	1.29
1.24	0.85	0.98
1.34	0.82	0.92
1.1	0.89	1.15
0.66	0.81	1.34
1.9	1.17	2.38
2.21	0.94	1.86
3.06	1.21	3
0.86	1	0.59
1.35	0.77	3.43
1.76	0.95	1.59
1.29	0.92	1.2
0.93	0.95	0.5
1.31	1.06	1.3
0.04	1.16	1.36
1.77	1.06	2.04
1.18	1	1.27
0.85	0.84	0.59
0.73	1.01	2.26
1.94	1.01	1.94
1.17	0.71	0.6
2.29	1.09	1.09
1.79	1.18	1.92
1.36	0.82	0.92
0.19	0.91	0.48
1.78	1.21	7.61
0.65	0.72	0.86
1	0.72	0.57
1.48	1.1	0.82
1.17	0.8	1.5
1.66	0.96	0.57
1.94	1.06	1.44
0.53	1.07	1.8
0.49	1.35	2.12
1.41	1.21	1.43
0.51	0.89	1.05
1.38	1.05	1.64
2.3	1.17	1.05
0.8	1.03	2.01
2.12	1.41	1.2
1.42	1	1.88
1.08	0.88	1.21
1.43	0.95	1.27
1.69	1.11	1.41
0.84	0.87	1.5
0.74	0.97	0.91
1.41	1	4.18
1.31	1.09	1.45
2.85	0.93	0.76
0.33	0.86	0.6
1.2	0.99	1.04
1.15	1	1.43
1	0.93	1.79
0.57	0.65	0.29
1.42	1	1.08
1.2	1.11	0.74
0.35	1.05	1.08
1.36	1.11	0.61
0.96	1.09	0.48
1.2	1.1	1.56
1.39	1.1	1.08
0.87	0.83	1.01
1.25	0.75	5.53
1.64	1.03	2.77
1.46	1.12	1.69
1.66	0.86	1.24
2.66	1.14	0.64
0.69	0.89	0.88
0.91	0.79	0.62
0.68	0.86	0.82
0.6	0.79	0.65
0.65	0.88	0.49
1.62	1.09	1.54
0.25	0.99	0.87
1.26	1.09	2
1.86	1.03	1.8
1.02	1.24	749.7
1.91	1.32	0.62
1.82	1.11	1.18
0.55	0.99	1.22
0.85	1.08	3.19
1.25	1.01	0.98
0.82	0.83	1.03
1.65	1.04	1.19
1.31	0.94	0.93
1.34	1.07	4.15
1.04	0.99	1.37
1.48	1.16	1.34
0.67	0.72	0.88
1.46	1.09	0.97
1.04	0.99	1.3
1.3	0.96	1.74
5.1	1.71	6.77
0.79	1.3	1.27
1.64	1.29	1.05
1.62	1.08	1.41
1.5	1.17	3.24
1.01	0.93	0.71
1.98	1.03	1.08
2.13	1.17	1.82
0.92	0.97	0.6
1.19	1.45	1.93
1.59	1.36	1.62
0.57	0.76	0.25
1.18	1.03	0.84
0.66	0.6	0.78
1.28	1.27	2.16
1.09	1.03	1.41
0.34	0.97	0.9
0.79	0.89	1.5
1.23	1	1.33
1.05	1	2.47
0.44	0.78	11.2
2.17	1.05	1.12
0.98	1.12	0.95
0.22	0.8	1.53
0.81	0.73	1.39
1.6	1.07	2.01
0.82	0.85	1.74
0.91	1.08	0.45
0.52	0.88	0.73
1.18	1.05	2.06
2.66	1.05	1.77
1.31	1.1	2.08
0.82	0.75	0.9
0.86	1.07	0.68
1.65	0.85	1.17
2.59	1.07	3.08
1.33	0.92	1.34
1.15	0.98	2.44
0.82	0.82	0.75
0.93	1.02	1.52
1.81	1.25	1.48
0.67	0.78	0.83
1.96	1.01	0.94
0.19	0.88	0.61
1.77	1.07	2.15
1.22	0.9	1.88
0.89	0.9	0.74
0.97	1.11	0.97
1.85	1.14	1.74
0.9	0.89	0.68
1.19	1.12	1.62
0.38	0.68	0.12
0.71	1.04	17.64
1.28	0.91	1.43
1.12	0.97	1.48
0.54	1.03	1.73
1.83	1.11	1.63
1.1	1	1.06
1.12	0.96	0.92
1.35	1.04	1.36
0.61	1.06	0.79
0.61	0.76	2.24
0.32	0.63	0.47
1.23	1.01	0.94
0.32	0.9	0.69
1.03	0.8	1.05
0.95	1.08	0.83
1.64	1.06	2.18
0.74	1.25	5.51
1.52	0.99	2.02
1.53	0.96	1.56
1.41	1.28	1.12
1.37	0.89	0.85
1.81	0.94	1.89
2.26	1.43	1.19
1.55	0.79	1.77
1.12	1.05	0.8
0.65	1	0.94
1.81	1.01	1.56
1.74	1.2	1.8
1.54	1.07	0.68
1.1	1.02	5.4
0.32	0.9	2.01
1.55	1.22	2.13
0.85	0.97	0.91
1.68	0.88	0.98
0.88	0.88	0.76
1.62	1.14	1.12
0.61	1.18	0.3
1.11	0.94	1.28
1.32	1.07	1.35
1.24	1.2	1.85
1.21	0.64	1.31
1.11	1.08	2.46
1.38	1.09	1.48
0.32	0.97	1.08
0.7	0.94	2.83
1.4	0.77	1.27
0.67	0.99	1
1.11	0.93	0.48
0.05	0.86	0.5
0.43	0.91	0.54
1.92	1.6	1.05
1.13	1	0.98
0.94	1.22	0.64
1.81	1	1.16
1.42	0.97	1.75
1.03	1.07	1.57
1.56	1.05	0.94
1.46	0.82	1.34
2.13	1	1.6
0.31	0.72	2.25
0.83	0.96	0.75
2.45	1.04	5.85
0.99	0.81	0.76
1.51	0.85	1.53
1.27	1.13	1.74
1.71	0.92	1.46
0.87	1.08	1.07
1.77	1.21	2.14
1.85	0.97	1.29
1.44	0.94	1.04
1.18	0.81	0.79
1.87	1.32	1.85
1.65	0.99	5.42
0.37	1.03	0.91
0.42	0.96	1.19
1.17	1	1.2
1.17	0.68	1.16
1.54	0.9	3.89
1.81	0.75	1.39
1.33	1.05	1.21
0.41	1.21	1.84
0.94	0.92	0.89
0.74	0.99	1.11
1.77	0.93	1.16
1.38	0.94	1.38
1.81	0.89	1.56
0.99	0.83	14.88
0.71	0.72	1.81
0.94	0.95	1.52
1.16	1.1	0.89
1.45	0.99	0.87
2.46	0.65	0.93
0.69	0.71	0.54
1.04	1	0.57
0.73	0.81	0.82
1.56	1.26	1.93
1.92	1.06	1.48
1.91	0.98	0.87
0.78	0.88	0.58
1.03	1.01	1.89
0.82	0.93	0.5
1.1	0.91	1.21
0.91	0.83	0.71
0.98	0.77	0.64
1.34	0.91	1.11
1.03	0.93	1.57
0.6	0.83	0.5
1.87	0.89	1.78
0.86	0.9	0.22
1.62	1.05	1.38
0.79	0.92	0.73
0.83	1.27	15.39
1.4	0.97	2.3
1.99	1.1	1.08
0.77	1.17	2.04
1.61	1	1.19
0.99	1.01	3.17
1.79	1.13	0.98
1.33	0.88	0.75
3.55	1.28	3.76
1.78	1.19	1.44
1.51	1.21	3.92
1.62	1.03	0.91
1.49	0.75	1.28
1.8	0.94	1.18
0.68	0.85	0.37
1.5	1.19	1.04
1.2	0.91	1.62
1.5	1.2	1.75
0.6	0.96	1.03
0.3	0.9	0.83
0.92	0.86	1.1
0.62	0.78	0.71
1.28	1.29	0.88
1.21	1.37	0.69
1.82	1.05	2.46
1.06	1.23	0.97
1.61	1.09	0.69
1.51	0.9	1.19
0.06	1.12	0.7
1.02	1.04	2.03
0.87	1.35	0.77
1.2	0.86	2.95
0.31	0.84	0.28
1.15	1.27	0.56
0.68	0.84	1.48
1.26	1	1.46
1.12	1.18	1.47
0.48	1.14	2.69
0.96	1.02	0.92
0.86	0.91	1.05
0.11	0.93	0.79
1.75	0.88	1.23
3.41	0.92	4.81
1.92	1.08	1.34
1.73	1.42	1.43
0.84	0.74	1.39
1.13	1.04	1.16
2.59	1.18	4.19
1.69	1.02	1.32
0.98	0.96	1.42
1.34	0.96	3.55
1.89	0.85	1.31
0.55	0.78	1.72
0.8	0.91	0.59
1.36	1.14	1.32
2.42	0.89	1.21
1.06	0.98	1.05
0.88	1.11	1.07
1.43	1.07	1.54
1.44	0.95	2.22
6.83	1.32	1.87
1.97	1.11	2.12
1.09	0.95	0.86
0.82	0.87	0.6
0.88	0.81	1.16
1.1	1	1.81
1.39	1.04	2.35
2.29	0.99	1.72
1.2	0.88	0.63
1.5	1.12	3.73
1.18	0.84	1.4
0.52	1.15	1.8
1.21	0.96	0.89
0.68	1.14	2.68
0.83	0.87	0.51
1.48	1.08	1.82
2.17	1.26	2.02
0.13	0.92	0.68
0.18	1.28	1.5
1.38	1.04	1.16
1.33	1.07	1.59
2.48	1.07	3.52
1.15	1.05	1.01
1.17	1.15	1.06
2.26	1.12	2.61
1.88	0.9	0.65
2.02	1.03	1.79
1.47	1.21	6.9
1.26	0.84	1.07
2.1	0.94	1.41
1.9	0.97	1.26
1.4	0.85	1.11
1.21	0.97	0.73
1.42	1.18	2.63
1.04	0.99	0.75
1.07	0.95	1.71
0.81	0.8	1.11
0.92	0.94	0.57
1.46	0.84	0.91
1.2	0.95	0.68
0.65	0.79	0.52
2.49	0.73	1.35
1.54	0.94	1.75
0.34	1.33	1.25
0.61	0.77	0.63
1.24	1.05	2.1
2.17	0.73	1.73
1.06	1.05	0.53
1.08	0.79	0.93
1.54	1.06	1.27
1.15	0.92	7.65
0.9	1.08	18.21
1.01	1.2	1.03
0.56	0.78	0.85
0.89	0.99	1.39
0.72	0.77	1.06
1.26	0.86	2.01
0.82	1.06	1.96
0.83	0.98	0.84
0.57	0.63	6.95
0.8	0.9	1.06
1.19	0.92	1.08
1.34	0.91	1.09
2.08	1.15	0.74
1.28	0.97	1.42
1.18	0.83	1.12
1.64	1.18	1.86
3.09	1.09	6.08
0.77	0.89	0.81
1.15	1.07	1.51
0.25	0.92	0.82
1.45	1.19	2.54
1.44	1.27	1.96
1.34	1.24	0.72
0.7	1.29	2.54
0.76	0.89	1.07
1.51	1.18	2.56
1.37	1.29	2.07
1.3	0.9	1.67
1.4	1.05	1.13
2.66	1.54	5.97
1.56	1.06	1.08
2.13	1.05	1.37
1.09	1.09	1.78
0.57	0.71	0.45
1.65	1.19	2.53
1.27	1.04	1.22
1.53	1.07	1.3
1.38	1.09	1.4
0.7	0.96	0.37
1.23	1.05	1.86
1.34	1.08	1.8
1.69	1.24	1.12
1.15	0.89	0.9
0.79	0.79	0.54
1.58	0.99	1
1.02	0.99	0.63
1.8	0.95	0.95
1.98	1.01	1.32
0.39	0.97	2.29
0.59	1.04	2.46
1.42	0.8	0.9
0.97	1.03	1
0.92	1	3.23
1.06	0.96	0.91
1.11	0.92	1.45
1.54	0.95	1.97
1.15	1.12	1.22
0.43	0.7	0.4
0.62	0.69	0.42
2.54	1.3	2.04
0.71	0.93	1.56
0.74	0.83	0.45
3.32	1.22	3.42
1.5	1.03	0.81
1.26	0.86	1.69
1.03	1.08	0.51
0.7	0.92	1.2
0.36	0.68	12.8
0.81	0.72	0.59
1.41	0.98	0.94
0.54	0.98	0.84
0.69	0.78	0.17
1.45	0.95	0.95
1.79	0.98	0.94
1.09	1.12	1.51
1.33	1.16	0.85
2.31	0.97	2.11
0.16	1.01	0.6
1.52	1.18	19.73
1	0.97	4.74
1.25	0.78	0.88
0.92	0.81	0.75
0.55	0.77	1.57
1.31	1.05	1.26
1.72	1.47	2.43
1.08	0.96	0.9
1.08	0.9	0.66
1.51	1.06	2.07
1.1	0.93	0.98
1.21	0.94	1.21
0.57	0.8	0.36
0.06	0.97	0.79
0.9	1.06	1.42
0.08	0.97	0.71
1.55	1.09	1.13
1	0.95	2.07
1.98	1.12	1.31
1.69	0.86	0.73
2.2	1.17	0.75
0.52	1.03	0.5
0.76	0.95	13.76
1.34	0.91	1.85
0.92	0.8	0.77
0.7	0.9	0.51
1.62	0.9	1.3
1.14	0.72	0.87
0.85	0.89	4.33
1.31	0.9	1.57
1.22	1.02	1.93
1.44	1.05	1.44
1.02	1.08	2.08
0.95	0.84	1.01
1.52	1.04	0.79
0.59	0.91	0.76
1.19	0.93	1.84
1.64	1.13	0.94
0.69	1.05	1.94
1.54	0.97	0.81
0.75	0.9	0.9
1.91	1	1.4
1.28	1.03	1.24
0.86	0.72	0.34
0.76	0.95	1.14
1	0.77	0.86
1.2	0.98	2.66
2.15	1.16	0.95
0.94	0.94	0.55
0.11	1.06	0.72
1.22	1.18	8.18
0.99	1.04	0.84
1.23	0.96	1.2
0.44	1.11	7.88
1.34	1.27	2.77
1.1	0.94	1.55
1.81	1.16	1.17
1.18	0.97	0.97
0.99	1.04	1.33
1.33	0.76	0.65
0.25	0.95	1.25
0.35	0.97	0.77
0.66	0.94	0.97
1.37	1.13	1.15
1.05	1.04	1.35
1.52	0.91	1.21
1.09	0.91	0.65
1.04	1.07	1.6
1.11	0.65	3.31
0.31	1.26	1.03
0.98	0.74	0.58
0.56	0.99	0.94
0.84	1.09	1.11
2.36	0.96	4.46
0.54	1.02	0.78
0.77	0.87	2.91
1.3	0.95	1.14
2.22	1.15	2.24
0.93	0.84	0.61
1	1	1.28
1	0.97	2.56
1.72	0.96	0.39
1.52	0.9	1.43
0.76	0.88	1.75
0.41	0.8	0.32
1.15	1.35	11.95
0.96	1.06	0.97
0.85	0.83	2.31
0.28	0.97	0.85
1.46	1.02	0.61
1.35	1.16	1.57
1.18	1.02	1.79
0.56	0.89	0.63
1.24	0.76	0.73
0.5	0.77	10.6
0.69	1	0.63
1.33	1.1	0.89
1.78	1.1	1.43
0.98	0.9	1.62
0.87	0.89	0.85
1.15	1.25	0.74
0.94	0.8	0.83
2.23	1.1	2.28
0.44	1.1	0.6
0.83	0.96	1.38
1.17	0.87	0.82
1.51	1	1.11
2.14	1.1	1.02
1.24	0.97	6.87
1.36	1.21	0.92
1.2	0.99	2.12
1.69	1.19	2.1
0.97	1.23	1.2
0.95	0.98	1.98
1.79	1.03	1.5
0.51	0.87	0.78
1.17	0.9	1.23
0.65	0.79	0.74
1.27	0.94	0.78
1.13	1.36	1.76
0.58	1.02	3.85
1.48	0.99	1.16
2.6	0.98	1.63
1.55	0.89	1.09
1.63	1.07	0.82
1.59	0.92	0.75
1.29	1.08	0.94
1.54	1.05	1.28
1.14	0.95	1.43
0.25	0.99	1.2
0.39	1.02	2.35
2.73	1.24	2.06
1.65	0.77	0.99
1.35	1.02	1.46
1.11	1.26	0.76
1.26	1.04	3.79
3.37	1.19	1
1.3	0.93	0.62
4.17	0.93	2.31
0.69	0.94	1.33
1.06	0.88	0.84
0.87	0.85	0.76
0.58	0.75	0.59
1.63	1.1	0.92
0.9	1.18	18.81
0.88	0.94	0.69
1.07	0.87	0.49
4.84	1.22	3.2
1.23	0.83	1.92
0.68	1.12	0.74
2.32	1.2	1.59
0.47	1.13	1.59
1.28	0.97	1.54
1.17	0.99	1.6
1.49	1.41	7.89
0.79	0.85	1.15
1.25	1.02	1.5
1.01	0.78	0.78
2.37	1.37	0.63
1.27	0.89	1.66
0.79	0.9	0.32
0.69	1.14	0.73
0.5	0.85	1.46
0.65	0.86	0.7
1.77	1.08	1.39
1.6	1.32	1.6
2.31	1.15	1.55
1.09	0.98	0.68
1.42	1.11	1.27
0.89	0.88	1.09
1.11	1.12	1.56
0.71	0.62	0.47
2.25	1.43	4.58
1.03	1.04	0.54
1.07	0.92	4.11
1.55	0.9	1.49
0.63	0.93	0.57
1.06	0.92	0.97
0.79	0.93	0.62
1.3	1.06	0.78
1.33	0.95	0.6
1.25	0.91	1.93
3.54	1.02	3.76
1.03	1.09	3.56
0.74	0.97	0.78
0.7	0.79	1.77
1.65	0.99	1.42
2.38	1.2	4.95
1.32	0.93	0.97
0.7	1.2	1.51
1.36	1.02	1.11
0.45	0.84	0.79
0.72	0.75	0.61
0.26	1	0.94
0.98	0.56	0.95
0.92	0.96	1.15
0.89	1.15	1.26
1.55	1.07	0.9
1.55	0.95	1.62
0.12	0.9	0.53
0.94	0.97	0.75
1.52	0.82	1.65
1.49	1.16	1.11
0.71	0.96	0.93
1.61	1.05	1.02
1.37	1.32	0.99
1.68	0.88	1.46
0.7	0.79	1.63
0.6	0.82	12.45
0.93	1.08	1.72
0.91	0.87	0.4
1.63	1.09	1.5
2.87	1.48	2.34
1.72	0.94	1.31
1.12	0.86	1.41
0.85	0.69	1.32
0.84	0.82	2.64
0.82	0.76	0.67
0.41	1.03	1.32
1.06	0.69	0.7
1.13	0.88	0.86
0.98	0.88	5.91
0.88	0.92	0.88
0.1	1.1	1.62
0.52	1.02	0.77
2.64	1.06	4
1.45	1.88	0.91
1.58	1.06	1.95
1.45	1.2	2.18
1.22	1.05	0.87
0.12	0.97	0.74
0.96	1.03	1.12
0.75	0.99	0.55
1.5	1.12	1.36
0.76	0.76	0.99
0.91	0.95	1.13
0.64	0.98	1.59
2	1.27	1.39
2.5	1.09	1.36
1.02	1.19	1.26
1.59	0.98	1.86
2.35	1.01	2.1
0.95	0.82	1.07
0.68	0.97	0.59
2.21	1.11	1.92
1.2	1.09	1.32
1.35	0.61	3.15
34.58	2.84	14.11
1.03	0.79	1.49
1.9	1.08	1.47
2.46	1.13	1.6
1.54	1.13	1.13
0.61	0.93	0.95
1.69	0.89	1.1
1.29	0.98	1.44
0.85	0.94	3.49
1.04	0.9	1.9
1.29	1.52	3.16
1.02	1.05	2.55
0.97	0.94	0.57
1.57	1.12	1.38
2.12	1.21	1.16
0.77	0.88	0.3
0.94	1.07	0.73
0.81	0.82	1.03
0.77	1.12	0.41
1.37	1.21	18.66
1.51	0.78	1.33
2.01	1.37	2.13
1.23	1.14	0.77
1.39	0.83	1.11
1.91	1.06	1.64
1.93	1.1	1.31
1.76	1.1	1.79
0.78	0.88	9.14
0.59	0.93	0.88
0.81	0.91	1.17
1.18	1.01	0.72
1.08	0.94	1.49
1.68	0.84	2.63
2.02	1.22	1.78
1.38	1	1.33
0.78	0.78	0.92
1.37	0.92	1.32
0.95	0.85	0.97
0.72	0.87	0.85
1.48	1.05	1.2
0.97	0.9	1.06
1.54	0.79	1.09
1.68	1.08	0.95
1.8	0.88	1.74
1.32	0.89	0.77
1.12	1.02	1.13
0.98	1.21	3.14
1.27	1.1	1.38
1.78	1.25	1.03
0.79	0.88	0.79
2.42	0.93	1.39
1.03	1.02	1.58
1.08	0.95	1.44
1.72	1.17	4.88
1.25	0.95	0.69
1.6	0.92	1.16
0.46	0.79	0.57
0.64	1.15	2.36
1.14	0.87	1.11
1.32	1.03	3.54
0.9	0.71	1.23
1.72	1.28	1.01
0.86	0.9	0.87
1.05	0.64	1.01
0.6	0.77	0.72
0.88	1.03	2.83
1.04	0.95	0.71
1.62	0.99	1.32
2.42	1.2	0.85
1.87	0.91	1.48
1.01	0.91	1.21
1.66	1.02	1.94
0.92	0.91	0.9
0.58	0.95	1.01
1.43	0.92	3.53
1.51	1.11	1.23
1.54	0.96	1.55
0.75	0.97	1.11
1.07	0.74	0.73
0.95	1.15	0.89
1.49	0.94	1.42
1.47	1.15	0.77
1.22	1	1.97
1.95	1.16	1.55
1.25	0.81	6.64
1.1	1.04	1.03
0.72	0.81	0.33
2.79	0.72	3.79
1.48	1.07	1.63
1.33	1.06	1.76
1.19	0.87	2.98
0.74	0.68	1.07
0.95	1.09	1.03
0.24	0.6	0.55
0.84	0.92	1.44
2.69	0.92	2.96
1.34	1.28	2.44
0.41	1.2	0.49
0.31	0.86	1.18
1.54	0.98	1.48
0.91	0.79	0.85
0.33	0.91	1.71
0.47	1.07	2.19
1.28	0.85	1.05
1.31	1.08	1.04
0.89	0.86	0.88
0.91	1.11	1.25
1.01	1.13	0.74
0.69	0.9	1.64
1.18	1.04	1.91
1.12	1.19	1.05
1	1.06	1.64
0.77	0.89	1.01
0.63	0.92	0.75
2.53	0.97	2.47
0.97	0.91	1.28
0.94	0.95	0.93
1.06	0.67	1.74
0.98	1.04	1
1.49	0.99	0.93
0.68	0.91	0.63
0.16	0.6	0.2
1.66	1.02	1.51
1.04	1.1	2.05
0.52	0.9	0.65
0.98	0.98	0.48
1.01	0.98	0.74
1.02	1.12	1.57
0.59	0.94	14.04
0.27	0.77	7.29
2.08	0.87	1.31
1	1.09	1.59
1.71	1.14	1.8
1.22	1.07	1.3
1.1	0.94	0.79
0.27	1.1	0.86
0.96	1.18	0.78
1.04	1.06	1.27
0.97	1.11	1.36
0.87	0.84	1.07
1.67	1.07	1.42
1.54	1.29	1.28
1.38	0.92	1.8
1.25	1.27	0.85
0.47	1	2.84
1.43	0.94	0.52
0.6	0.89	2.5
1.27	0.93	3.13
1.43	0.92	1.49
1.25	1.06	1.43
1.32	1.13	0.85
1.94	1.16	0.96
0.6	0.96	0.31
1.81	1.21	1.09
0.91	0.88	1.22
3.27	1.1	3.25
3.28	1.16	4.87
1.29	1.09	0.54
1.03	0.97	0.84
2.46	0.83	1.51
2.32	1.15	2.72
0.89	0.74	0.78
2.1	0.9	1.36
1.99	0.96	2.06
0.94	1.11	1.15
0.98	0.98	0.72
2.12	1.1	2.02
1.81	1.13	3.19
0.76	0.82	1.92
1.3	1.19	1.12
1	0.88	0.88
1.31	1.1	0.93
1.38	1.09	1
1.27	1.06	0.77
1.71	1	1.57
1.31	0.87	0.92
1.89	1.13	1.6
1.35	1.22	2.1
1.02	1	1.27
0.58	0.82	0.54
0.44	1.18	1.03
2.54	1.2	1.18
0.83	0.82	1.13
1.51	1.08	1.29
1.04	0.65	0.43
2.95	1.23	2.92
2.28	0.92	1.26
1.25	1.3	1.25
1.85	1.22	1.17
1.03	0.86	0.57
1.08	0.84	0.83
1.09	1	0.76
1.33	1.18	0.81
0.6	1	0.43
0.68	0.88	0.49
2.63	0.97	1.84
0.53	0.76	0.58
1.58	1.09	1.3
1.65	1.12	0.86
0.99	1.09	1.31
1.34	0.9	1.51
1.2	1.03	1.29
2.31	1.25	2.27
0.69	0.96	1.74
1.25	0.92	1.13
1.2	1.07	0.7
1.95	1.33	6.27
1.2	1.1	1.26
1.12	1.08	1.17
0.85	0.86	0.58
1.02	1.11	1.68
1.4	1.36	1.92
0.63	1.01	0.99
1.68	1.46	11.52
1.84	1.36	2.07
0.48	0.96	1.1
0.54	0.88	0.68
1.43	0.76	0.77
1.51	0.9	1.11
0.59	0.84	0.77
1.04	0.91	0.55
1.27	0.99	1.91
0.5	1.03	1.41
1.33	1.16	0.89
1.3	1.11	1.83
3.13	1.09	3.62
2.42	1	2.05
0.71	0.92	0.73
1.49	1.19	2.65
0.49	0.67	9.99
1.54	1	1.7
1.38	0.87	0.89
0.52	0.71	0.68
0.57	0.99	0.33
1.53	1.19	2.05
0.89	1.2	1.06
0.76	0.85	0.98
1.2	1.02	0.89
1.32	1.06	1.5
1.13	1.2	2.19
1.52	0.96	1.6
0.21	0.41	0.01
0.7	0.95	0.93
2.15	0.97	1.12
0.43	0.79	0.51
0.81	0.62	0.47
0.43	0.94	4.04
1.43	1.01	1.92
0.85	0.97	10.59
2.02	1.09	2.66
1.5	0.91	1.39
0.57	1.06	0.54
0.88	0.97	1.94
2.57	1.29	1.33
1.53	1.12	1.25
0.72	0.78	1.23
1.13	1.1	0.55
0.9	0.96	0.97
1.27	0.93	0.91
0.96	1.04	1.69
1.28	1.12	1.07
1.81	0.96	1.72
2.67	1	2.95
1.27	1.11	1.44
0.5	0.81	0.66
1.52	0.97	2.91
1.44	1.16	1.4
1.83	1.09	1.83
1.42	0.93	1.89
1.24	1.11	1.84
1.08	1.2	0.63
1.16	0.84	1.26
0.68	0.98	0.88
1.46	1	0.91
1.08	1.14	0.66
1.61	0.92	1.69
1.04	0.92	0.83
0.63	0.82	0.71
1.03	1.15	1.9
1.98	0.97	1.15
1.33	1.06	1.08
1.23	1.2	1.63
1.1	1	1.34
2.02	1.02	4.66
0.59	0.87	0.57
1.49	0.9	4.94
0.57	0.97	1.15
1.09	0.97	1.73
1.41	1.07	1.43
1.56	1.17	2.07
0.65	0.85	0.66
0.92	0.8	1.12
0.94	0.94	0.89
1.17	0.99	1.26
1.74	0.86	1.3
1.07	0.95	4.39
1.25	1.25	1.18
0.73	1.13	0.93
2.2	1.3	2.35
2.46	1.2	1.48
2.49	0.98	1.2
20.77	1.48	7.36
1.69	1.25	1.62
1.26	1.02	2.04
1	1.27	1.19
0.62	0.87	0.65
2.25	0.93	3.22
1.16	1.12	1.35
1.97	1.16	1.44
3.1	1.18	8.07
0.71	0.82	0.57
1.44	0.88	0.73
2.19	1.03	0.92
1.07	0.96	1.56
0.13	1.03	1.16
1.16	0.99	1.11
0.77	0.62	0.76
1.64	1.17	1.4
1.16	0.88	1.19
